2025-06-12 at 12:24:17 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 12:57:44 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 12:57:44 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 12:57:44 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 12:57:44 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 12:57:44 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 12:57:45 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 12:57:45 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 12:57:45 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 12:57:45 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 12:58:41 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles
2025-06-12 at 12:58:41 | INFO | main:24 - 📤 307 http://localhost:8000/api/articles
2025-06-12 at 12:58:41 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles
2025-06-12 at 12:58:41 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles/
2025-06-12 at 12:58:41 | INFO | main:24 - 📤 307 http://localhost:8000/api/articles
2025-06-12 at 12:58:41 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 12:58:41 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles/
2025-06-12 at 12:58:41 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 12:58:53 | INFO | main:18 - 📥 GET http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 12:58:53 | INFO | main:24 - 📤 200 http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 12:59:12 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/auth/request-link
2025-06-12 at 12:59:12 | INFO | main:24 - 📤 200 http://localhost:8000/api/auth/request-link
2025-06-12 at 12:59:12 | INFO | main:18 - 📥 POST http://localhost:8000/api/auth/request-link
2025-06-12 at 12:59:17 | INFO | main:24 - 📤 200 http://localhost:8000/api/auth/request-link
2025-06-12 at 13:00:07 | INFO | main:18 - 📥 GET http://localhost:8000/api/auth/verify?token=2bf7d294-4af5-4849-87ae-eb7953a0883a
2025-06-12 at 13:00:07 | INFO | main:24 - 📤 200 http://localhost:8000/api/auth/verify?token=2bf7d294-4af5-4849-87ae-eb7953a0883a
2025-06-12 at 13:00:07 | INFO | main:18 - 📥 GET http://localhost:8000/api/auth/verify?token=2bf7d294-4af5-4849-87ae-eb7953a0883a
2025-06-12 at 13:00:07 | INFO | main:24 - 📤 200 http://localhost:8000/api/auth/verify?token=2bf7d294-4af5-4849-87ae-eb7953a0883a
2025-06-12 at 13:00:08 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:08 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:08 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:08 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:08 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:08 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:08 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:08 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:09 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:09 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:00:15 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:00:15 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:16:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:54 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:18:54 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:18:54 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:18:54 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:18:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:18:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:18:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:18:55 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:18:55 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:19:11 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:11 | INFO | main:24 - 📤 200 http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:11 | INFO | main:18 - 📥 GET http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:11 | INFO | main:24 - 📤 200 http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:21 | INFO | main:18 - 📥 GET http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:21 | INFO | main:24 - 📤 200 http://localhost:8000/api/support/my?guest_id=36ac8ae4-9561-4d4c-bf0f-2c5bf3429dc5
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 307 http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 307 http://localhost:8000/api/articles
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:18 - 📥 GET http://localhost:8000/api/articles/
2025-06-12 at 13:19:25 | INFO | main:24 - 📤 200 http://localhost:8000/api/articles/
2025-06-12 at 13:19:30 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:19:30 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:19:30 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:19:30 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/my
2025-06-12 at 13:19:30 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/my
2025-06-12 at 13:19:30 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:19:30 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/my
2025-06-12 at 13:19:30 | INFO | main:24 - 📤 422 http://localhost:8000/api/orders/my
2025-06-12 at 13:19:30 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/my
2025-06-12 at 13:19:30 | INFO | main:24 - 📤 422 http://localhost:8000/api/orders/my
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/me
2025-06-12 at 13:19:51 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/manual/me
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 13:20:32 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 13:20:32 | INFO | main:24 - 📤 200 http://localhost:8000/api/games/?q=
2025-06-12 at 13:32:13 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:32:13 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/users/me
2025-06-12 at 13:32:13 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:18 - 📥 GET http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:18 - 📥 OPTIONS http://localhost:8000/api/orders/my
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 200 http://localhost:8000/api/orders/my
2025-06-12 at 13:32:14 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/my
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 422 http://localhost:8000/api/orders/my
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 200 http://localhost:8000/api/users/me
2025-06-12 at 13:32:14 | INFO | main:18 - 📥 GET http://localhost:8000/api/orders/my
2025-06-12 at 13:32:14 | INFO | main:24 - 📤 422 http://localhost:8000/api/orders/my
2025-06-12 at 14:10:13 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 14:10:13 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 14:10:13 | INFO | main:18 - 📥 GET http://localhost:8000/api/games?q=
2025-06-12 at 14:10:13 | INFO | main:24 - 📤 307 http://localhost:8000/api/games?q=
2025-06-12 at 14:10:13 | INFO | main:18 - 📥 GET http://localhost:8000/api/games/?q=
2025-06-12 at 14:10:13 | ERROR | main:22 - ❌ Exception during request: Mapper 'Mapper[Game(games)]' has no property 'faqs'.  If this property was indicated from other mappers or configure events, ensure registry.configure() has been called.
Traceback (most recent call last):

  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/mapper.py", line 2522, in get_property
    return self._props[key]
           │    │      └ 'faqs'
           │    └ {'products': <_RelationshipDeclared at 0x7fb3d70e2490; products>, 'id': <ColumnProperty at 0x7fb3d70dd140; id>, 'name': <Colu...
           └ <Mapper at 0x7fb3d70f80d0; Game>

KeyError: 'faqs'


The above exception was the direct cause of the following exception:


Traceback (most recent call last):

  File "<string>", line 1, in <module>
  File "/usr/local/lib/python3.11/multiprocessing/spawn.py", line 122, in spawn_main
    exitcode = _main(fd, parent_sentinel)
               │     │   └ 4
               │     └ 10
               └ <function _main at 0x7fb3da862200>
  File "/usr/local/lib/python3.11/multiprocessing/spawn.py", line 135, in _main
    return self._bootstrap(parent_sentinel)
           │    │          └ 4
           │    └ <function BaseProcess._bootstrap at 0x7fb3da9337e0>
           └ <SpawnProcess name='SpawnProcess-5' parent=8 started>
  File "/usr/local/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
    │    └ <function BaseProcess.run at 0x7fb3da932d40>
    └ <SpawnProcess name='SpawnProcess-5' parent=8 started>
  File "/usr/local/lib/python3.11/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
    │    │        │    │        │    └ {'config': <uvicorn.config.Config object at 0x7fb3d9c59210>, 'target': <bound method Server.run of <uvicorn.server.Server obj...
    │    │        │    │        └ <SpawnProcess name='SpawnProcess-5' parent=8 started>
    │    │        │    └ ()
    │    │        └ <SpawnProcess name='SpawnProcess-5' parent=8 started>
    │    └ <function subprocess_started at 0x7fb3d9ac6de0>
    └ <SpawnProcess name='SpawnProcess-5' parent=8 started>
  File "/usr/local/lib/python3.11/site-packages/uvicorn/_subprocess.py", line 80, in subprocess_started
    target(sockets=sockets)
    │              └ [<socket.socket fd=3, family=2, type=1, proto=0, laddr=('0.0.0.0', 8000)>]
    └ <bound method Server.run of <uvicorn.server.Server object at 0x7fb3d99fa450>>
  File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 66, in run
    return asyncio.run(self.serve(sockets=sockets))
           │       │   │    │             └ [<socket.socket fd=3, family=2, type=1, proto=0, laddr=('0.0.0.0', 8000)>]
           │       │   │    └ <function Server.serve at 0x7fb3d9ac5bc0>
           │       │   └ <uvicorn.server.Server object at 0x7fb3d99fa450>
           │       └ <function run at 0x7fb3da2e3c40>
           └ <module 'asyncio' from '/usr/local/lib/python3.11/asyncio/__init__.py'>
  File "/usr/local/lib/python3.11/asyncio/runners.py", line 190, in run
    return runner.run(main)
           │      │   └ <coroutine object Server.serve at 0x7fb3d9967d30>
           │      └ <function Runner.run at 0x7fb3da33b1a0>
           └ <asyncio.runners.Runner object at 0x7fb3d9a0c090>
  File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           │    │     │                  └ <Task pending name='Task-1' coro=<Server.serve() running at /usr/local/lib/python3.11/site-packages/uvicorn/server.py:70> wai...
           │    │     └ <cyfunction Loop.run_until_complete at 0x7fb3d95801e0>
           │    └ <uvloop.Loop running=True closed=False debug=False>
           └ <asyncio.runners.Runner object at 0x7fb3d9a0c090>
  File "/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py", line 409, in run_asgi
    result = await app(  # type: ignore[func-returns-value]
                   └ <uvicorn.middleware.proxy_headers.ProxyHeadersMiddleware object at 0x7fb3d34cbd50>
  File "/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py", line 60, in __call__
    return await self.app(scope, receive, send)
                 │    │   │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2dc5c...
                 │    │   │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2d...
                 │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('172.18.0.3', 8000), 'c...
                 │    └ <fastapi.applications.FastAPI object at 0x7fb3d948c690>
                 └ <uvicorn.middleware.proxy_headers.ProxyHeadersMiddleware object at 0x7fb3d34cbd50>
  File "/usr/local/lib/python3.11/site-packages/fastapi/applications.py", line 1054, in __call__
    await super().__call__(scope, receive, send)
                           │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2dc5c...
                           │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2d...
                           └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('172.18.0.3', 8000), 'c...
  File "/usr/local/lib/python3.11/site-packages/starlette/applications.py", line 112, in __call__
    await self.middleware_stack(scope, receive, send)
          │    │                │      │        └ <bound method RequestResponseCycle.send of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2dc5c...
          │    │                │      └ <bound method RequestResponseCycle.receive of <uvicorn.protocols.http.httptools_impl.RequestResponseCycle object at 0x7fb3d2d...
